Data;Sequenced;File_name;Run;Sample_ID;Project;IgA_interaction;Group
425061102;Dec;CER224_IgAneg_S7_R1_001.fastq.gz;Run_1;CER224_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
139631799;Apr;CER224_IgApos_S146_R2_001.fastq.gz;Run_2;CER224_IgApos;Sorting_MS;IgApos;CTRL_IgApos
137207392;Apr;CER224_IgApos_S146_R1_001.fastq.gz;Run_2;CER224_IgApos;Sorting_MS;IgApos;CTRL_IgApos
254782691;Dec;CER224_IgApos_S164_R2_001.fastq.gz;Run_1;CER224_IgApos;Sorting_MS;IgApos;CTRL_IgApos
247523059;Dec;CER224_IgApos_S164_R1_001.fastq.gz;Run_1;CER224_IgApos;Sorting_MS;IgApos;CTRL_IgApos
695921642;Dec;CER226_IgAneg_S180_R2_001.fastq.gz;Run_1;CER226_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
672509284;Dec;CER226_IgAneg_S180_R1_001.fastq.gz;Run_1;CER226_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
85888928;Apr;CER226_IgApos_S144_R2_001.fastq.gz;Run_2;CER226_IgApos;Sorting_MS;IgApos;CTRL_IgApos
83511065;Apr;CER226_IgApos_S144_R1_001.fastq.gz;Run_2;CER226_IgApos;Sorting_MS;IgApos;CTRL_IgApos
247107327;Dec;CER226_IgApos_S162_R2_001.fastq.gz;Run_1;CER226_IgApos;Sorting_MS;IgApos;CTRL_IgApos
237772963;Dec;CER226_IgApos_S162_R1_001.fastq.gz;Run_1;CER226_IgApos;Sorting_MS;IgApos;CTRL_IgApos
34310526;Apr;CER231_IgAneg_S157_R2_001.fastq.gz;Run_2;CER231_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
33901221;Apr;CER231_IgAneg_S157_R1_001.fastq.gz;Run_2;CER231_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
313046970;Dec;CER231_IgAneg_S181_R2_001.fastq.gz;Run_1;CER231_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
303160003;Dec;CER231_IgAneg_S181_R1_001.fastq.gz;Run_1;CER231_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
100355336;Apr;CER231_IgApos_S127_R2_001.fastq.gz;Run_2;CER231_IgApos;Sorting_MS;IgApos;CTRL_IgApos
97207680;Apr;CER231_IgApos_S127_R1_001.fastq.gz;Run_2;CER231_IgApos;Sorting_MS;IgApos;CTRL_IgApos
218560831;Dec;CER231_IgApos_S144_R2_001.fastq.gz;Run_1;CER231_IgApos;Sorting_MS;IgApos;CTRL_IgApos
209534809;Dec;CER231_IgApos_S144_R1_001.fastq.gz;Run_1;CER231_IgApos;Sorting_MS;IgApos;CTRL_IgApos
385984299;Apr;CER232_neg_r2_S224_R2_001.fastq.gz;Run_2;CER232_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
379016751;Apr;CER232_neg_r2_S224_R1_001.fastq.gz;Run_2;CER232_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
18336702;Dec;CER232_IgAneg_S182_R2_001.fastq.gz;Run_1;CER232_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
18230255;Dec;CER232_IgAneg_S182_R1_001.fastq.gz;Run_1;CER232_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
60730839;Apr;CER232_IgApos_S129_R2_001.fastq.gz;Run_2;CER232_IgApos;Sorting_MS;IgApos;CTRL_IgApos
57870002;Apr;CER232_IgApos_S129_R1_001.fastq.gz;Run_2;CER232_IgApos;Sorting_MS;IgApos;CTRL_IgApos
397376635;Dec;CER232_IgApos_S146_R2_001.fastq.gz;Run_1;CER232_IgApos;Sorting_MS;IgApos;CTRL_IgApos
383992065;Dec;CER232_IgApos_S146_R1_001.fastq.gz;Run_1;CER232_IgApos;Sorting_MS;IgApos;CTRL_IgApos
197727847;Apr;CER233_IgAneg_S155_R2_001.fastq.gz;Run_2;CER233_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
193275863;Apr;CER233_IgAneg_S155_R1_001.fastq.gz;Run_2;CER233_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
274765171;Dec;CER233_IgAneg_S175_R2_001.fastq.gz;Run_1;CER233_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
265446754;Dec;CER233_IgAneg_S175_R1_001.fastq.gz;Run_1;CER233_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
1745302202;Apr;CER233_IgApos_r2_S214_R2_001.fastq.gz;Run_2;CER233_IgApos;Sorting_MS;IgApos;CTRL_IgApos
1700431168;Apr;CER233_IgApos_r2_S214_R1_001.fastq.gz;Run_2;CER233_IgApos;Sorting_MS;IgApos;CTRL_IgApos
1125083759;Dec;CER235_IgAneg_S177_R2_001.fastq.gz;Run_1;CER235_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
1092574072;Dec;CER235_IgAneg_S177_R1_001.fastq.gz;Run_1;CER235_IgAneg;Sorting_MS;IgAneg;CTRL_IgAneg
257813206;Dec;CER235_IgApos_S129_R2_001.fastq.gz;Run_1;CER235_IgApos;Sorting_MS;IgApos;CTRL_IgApos
249665672;Dec;CER235_IgApos_S129_R1_001.fastq.gz;Run_1;CER235_IgApos;Sorting_MS;IgApos;CTRL_IgApos
463382214;Dec;ENT020_IgAneg_S190_R2_001.fastq.gz;Run_1;ENT020_IgAneg;Sorting_MS;IgAneg;CIS_IgAneg
447932465;Dec;ENT020_IgAneg_S190_R1_001.fastq.gz;Run_1;ENT020_IgAneg;Sorting_MS;IgAneg;CIS_IgAneg
53329320;Apr;ENT020_IgApos_S122_R2_001.fastq.gz;Run_2;ENT020_IgApos;Sorting_MS;IgApos;CIS_IgApos
51960811;Apr;ENT020_IgApos_S122_R1_001.fastq.gz;Run_2;ENT020_IgApos;Sorting_MS;IgApos;CIS_IgApos
323330188;Dec;ENT020_IgApos_S138_R2_001.fastq.gz;Run_1;ENT020_IgApos;Sorting_MS;IgApos;CIS_IgApos
314444434;Dec;ENT020_IgApos_S138_R1_001.fastq.gz;Run_1;ENT020_IgApos;Sorting_MS;IgApos;CIS_IgApos
336460926;Dec;ENT042_IgAneg_S169_R2_001.fastq.gz;Run_1;ENT042_IgAneg;Sorting_MS;IgAneg;CIS_IgAneg
326156252;Dec;ENT042_IgAneg_S169_R1_001.fastq.gz;Run_1;ENT042_IgAneg;Sorting_MS;IgAneg;CIS_IgAneg
62162842;Apr;ENT042_IgApos_S136_R2_001.fastq.gz;Run_2;ENT042_IgApos;Sorting_MS;IgApos;CIS_IgApos
60624652;Apr;ENT042_IgApos_S136_R1_001.fastq.gz;Run_2;ENT042_IgApos;Sorting_MS;IgApos;CIS_IgApos
