#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	m1_30neg_S192_R1_001.fastq.gz	m2_30pos_S193_R1_001.fastq.gz	m3_38neg_S194_R1_001.fastq.gz	m4_38pos_S195_R1_001.fastq.gz	m5_43neg_S196_R1_001.fastq.gz	m6_43pos_S197_R1_001.fastq.gz	m7_98neg_S198_R1_001.fastq.gz	m8_98pos_S199_R1_001.fastq.gz
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ndongoniae|t__SGB1821	0.01069	0.0	0.05713	0.0	0.0	0.0	0.0513	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42|t__SGB6174	0.01042	0.09524	0.08	0.02427	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9636|s__GGB9636_SGB15107|t__SGB15107	0.00942	0.00443	0.03925	0.0168	0.0	0.0	0.02428	0.00701
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF09_6|t__SGB4966	0.00861	0.29352	0.0	0.43315	0.0	0.48553	0.0	0.33565
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618|s__GGB9618_SGB15064|t__SGB15064	0.00826	0.0	0.00815	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB15407|t__SGB15407	0.00799	0.0	0.04382	0.0	0.0	0.0	0.014	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_delafieldii|t__SGB12700	0.00767	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Bacteroides_pectinophilus|t__SGB5068	0.00696	0.00781	0.11576	0.08046	0.0	0.0	0.00933	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15145|t__SGB15145	0.00644	0.03907	0.02712	0.06923	0.0	0.01	0.008	0.07297
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB6276|t__SGB6276	0.00536	0.02409	0.02782	0.03177	0.0	0.01537	0.0189	0.01864
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum|t__SGB4705	0.00483	0.0	0.08613	0.0	0.0	0.0	0.1022	0.0
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998|s__GGB2998_SGB3989|t__SGB3989	0.00419	0.0	0.01491	0.0	0.0	0.0	0.04295	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH|t__SGB4914	0.00383	0.01538	0.0812	0.05096	0.0	0.0	0.02348	0.0
k__Bacteria|p__Firmicutes|c__CFGB1470|o__OFGB1470|f__FGB1470|g__GGB3717|s__GGB3717_SGB5040|t__SGB5040	0.00367	0.0471	0.0093	0.0334	0.0	0.04836	0.01356	0.04647
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985|g__GGB9350|s__GGB9350_SGB14317|t__SGB14317	0.00312	0.0	0.00204	0.0	0.0	0.0	0.022	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH|t__SGB4652	0.00257	0.00585	0.12785	0.04114	0.0	0.0	0.01918	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4723|s__GGB4723_SGB6540|t__SGB6540	0.00164	0.26112	0.02316	0.2774	0.0	0.29389	0.03751	0.25366
k__Bacteria|p__Tenericutes	0.0	0.00065	0.02234	0.00706	0.0	0.0	0.00532	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982	0.0	1.33129	0.05538	0.75865	0.0	0.85136	0.0086	1.22097
k__Bacteria|p__Firmicutes|c__CFGB75721	0.0	1.14109	0.0	0.7956	0.0	1.09936	0.0	1.03202
k__Bacteria|p__Proteobacteria|c__CFGB3069	0.0	0.62727	0.0	0.53432	0.0	0.69734	0.0	0.80284
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0	0.43994	0.06484	0.36547	0.0	0.3074	0.02301	0.27641
k__Bacteria|p__Firmicutes|c__CFGB1320	0.0	0.27752	0.0	0.34864	0.0	0.25743	0.0	0.3563
k__Bacteria|p__Firmicutes|c__CFGB31455	0.0	0.1244	0.00382	0.04114	0.0	0.01372	0.02315	0.09502
k__Bacteria|p__Firmicutes|c__CFGB3071	0.0	0.09053	0.0	0.09441	0.0	0.07446	0.0	0.0628
k__Bacteria|p__Firmicutes|c__CFGB75922	0.0	0.03348	0.0	0.04321	0.0	0.00248	0.0	0.03232
k__Bacteria|p__Firmicutes|c__CFGB73062	0.0	0.02777	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Tenericutes|c__CFGB1789	0.0	0.00065	0.02234	0.00706	0.0	0.0	0.00532	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982	0.0	1.33129	0.05538	0.75865	0.0	0.85136	0.0086	1.22097
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721	0.0	1.14109	0.0	0.7956	0.0	1.09936	0.0	1.03202
k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069	0.0	0.62727	0.0	0.53432	0.0	0.69734	0.0	0.80284
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0	0.39073	0.0	0.28889	0.0	0.28991	0.0	0.22684
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320	0.0	0.27752	0.0	0.34864	0.0	0.25743	0.0	0.3563
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455	0.0	0.1244	0.00382	0.04114	0.0	0.01372	0.02315	0.09502
k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071	0.0	0.09053	0.0	0.09441	0.0	0.07446	0.0	0.0628
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.0	0.04921	0.06484	0.07658	0.0	0.01749	0.02301	0.04958
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922	0.0	0.03348	0.0	0.04321	0.0	0.00248	0.0	0.03232
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062	0.0	0.02777	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789	0.0	0.00065	0.02234	0.00706	0.0	0.0	0.00532	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982	0.0	1.33129	0.05538	0.75865	0.0	0.85136	0.0086	1.22097
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721	0.0	1.14109	0.0	0.7956	0.0	1.09936	0.0	1.03202
k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069|f__FGB3069	0.0	0.62727	0.0	0.53432	0.0	0.69734	0.0	0.80284
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.0	0.39073	0.0	0.28889	0.0	0.28991	0.0	0.22684
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320	0.0	0.27752	0.0	0.34864	0.0	0.25743	0.0	0.3563
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455	0.0	0.1244	0.00382	0.04114	0.0	0.01372	0.02315	0.09502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	0.0	0.10267	0.0	0.05397	0.0	0.05049	0.00409	0.1545
k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071	0.0	0.09053	0.0	0.09441	0.0	0.07446	0.0	0.0628
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	0.0	0.04921	0.06484	0.07658	0.0	0.01749	0.02301	0.04958
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922|f__FGB75922	0.0	0.03348	0.0	0.04321	0.0	0.00248	0.0	0.03232
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062|f__FGB73062	0.0	0.02777	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789|f__FGB1789	0.0	0.00065	0.02234	0.00706	0.0	0.0	0.00532	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608	0.0	2.91531	0.0	1.78996	0.0	2.23028	0.0	2.60996
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes	0.0	1.81296	0.0	1.50123	0.0	1.68943	0.0	2.12098
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342	0.0	1.33129	0.05538	0.75865	0.0	0.85136	0.0086	1.22097
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524	0.0	1.14109	0.0	0.7956	0.0	1.09936	0.0	1.03202
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4684	0.0	1.08145	0.0015	1.07332	0.0	0.72041	0.03033	1.45093
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767	0.0	0.62727	0.0	0.53432	0.0	0.69734	0.0	0.80284
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699	0.0	0.51673	0.0	0.23198	0.0	0.41259	0.0	0.52581
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9787	0.0	0.45056	0.0	0.26838	0.0	0.4102	0.0	0.41089
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB79678	0.0	0.39073	0.0	0.28889	0.0	0.28991	0.0	0.22684
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160	0.0	0.27752	0.0	0.34864	0.0	0.25743	0.0	0.3563
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4567	0.0	0.24638	0.00424	0.15691	0.0	0.18946	0.0061	0.29103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas	0.0	0.1693	0.0	0.05654	0.0	0.08629	0.0	0.12692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627	0.0	0.15822	0.0	0.17251	0.0	0.14326	0.0	0.21822
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	0.0	0.13126	0.20415	0.16141	0.0	0.08181	0.02752	0.1337
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas	0.0	0.12955	0.0	0.16656	0.0	0.08409	0.0	0.14122
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Pseudoglutamicibacter	0.0	0.12922	0.0	0.10055	0.0	0.07468	0.0	0.09996
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699	0.0	0.1244	0.00382	0.04114	0.0	0.01372	0.02315	0.09502
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522	0.0	0.12376	0.0	0.16897	0.0	0.16223	0.0	0.27292
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4713	0.0	0.12129	0.05592	0.07295	0.0	0.07568	0.05252	0.10341
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977	0.0	0.10267	0.0	0.05397	0.0	0.05049	0.0	0.1545
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1689	0.0	0.09888	0.0	0.03977	0.0	0.00395	0.0	0.06476
k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071|g__GGB9778	0.0	0.09053	0.0	0.09441	0.0	0.07446	0.0	0.0628
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9779	0.0	0.07098	0.0	0.06136	0.0	0.07423	0.0	0.07223
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB4659	0.0	0.06054	0.05879	0.03242	0.0	0.01553	0.03599	0.03603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.0	0.05747	0.0	0.00269	0.0	0.0	0.0	0.02107
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB79734	0.0	0.04921	0.06484	0.07658	0.0	0.01749	0.02301	0.04958
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.0	0.04298	0.00083	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228	0.0	0.0413	0.0	0.00571	0.0	0.01123	0.0	0.02581
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	0.0	0.03436	0.0	0.04231	0.0	0.00718	0.0	0.01845
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922|f__FGB75922|g__GGB34900	0.0	0.03348	0.0	0.04321	0.0	0.00248	0.0	0.03232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4591	0.0	0.0313	0.00548	0.02651	0.0	0.0	0.01197	0.02951
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062|f__FGB73062|g__GGB9059	0.0	0.02777	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia	0.0	0.02776	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4568	0.0	0.01809	0.0	0.05007	0.0	0.0	0.0	0.03122
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1672	0.0	0.01718	0.01086	0.01488	0.0	0.0	0.01225	0.04369
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.0	0.00862	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626|f__FGB31626|g__GGB4676	0.0	0.00172	0.0	0.0027	0.0	0.0	0.01444	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781	0.0	0.00072	0.0	0.00079	0.0	0.0	0.00181	0.0
k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789|f__FGB1789|g__GGB4754	0.0	0.00065	0.02234	0.00706	0.0	0.0	0.00532	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.0	1.81296	0.0	1.50123	0.0	1.68943	0.0	2.12098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB15090	0.0	1.68627	0.0	1.01852	0.0	1.13655	0.0	1.95347
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15041	0.0	1.65082	0.0	1.17245	0.0	1.35453	0.0	1.58548
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304|s__GGB3304_SGB4367	0.0	1.40241	0.0	0.28932	0.0	0.52035	0.0	1.18968
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306	0.0	1.33129	0.05538	0.75865	0.0	0.85136	0.0086	1.22097
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15042	0.0	1.26449	0.0	0.61751	0.0	0.87574	0.0	1.02448
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14924	0.0	1.14109	0.0	0.7956	0.0	1.09936	0.0	1.03202
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4684|s__GGB4684_SGB6478	0.0	1.08145	0.0015	1.07332	0.0	0.72041	0.03033	1.45093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis	0.0	0.7591	0.0	0.74715	0.0	0.87256	0.03257	0.8826
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767|s__GGB9767_SGB15385	0.0	0.58158	0.0	0.47317	0.0	0.64398	0.0	0.71772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216	0.0	0.51673	0.0	0.23198	0.0	0.41259	0.0	0.52581
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9787|s__GGB9787_SGB15410	0.0	0.45056	0.0	0.26838	0.0	0.4102	0.0	0.41089
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB79678|s__GGB79678_SGB4833	0.0	0.39073	0.0	0.28889	0.0	0.28991	0.0	0.22684
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160|s__GGB3160_SGB4364	0.0	0.27752	0.0	0.34864	0.0	0.25743	0.0	0.3563
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4567|s__GGB4567_SGB6308	0.0	0.24638	0.00424	0.15691	0.0	0.18946	0.0061	0.29103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4771	0.0	0.20238	0.01423	0.12372	0.0	0.15205	0.0	0.22545
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_fastidiosa	0.0	0.1693	0.0	0.05654	0.0	0.08629	0.0	0.12692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081	0.0	0.15822	0.0	0.17251	0.0	0.14326	0.0	0.21822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15256	0.0	0.14943	0.0	0.04117	0.0	0.05051	0.0	0.07169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM33_3	0.0	0.1327	0.03458	0.21798	0.0	0.1118	0.02799	0.16527
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	0.0	0.13126	0.20415	0.16141	0.0	0.08181	0.02752	0.1337
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis	0.0	0.12955	0.0	0.16656	0.0	0.08409	0.0	0.14122
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Pseudoglutamicibacter|s__Pseudoglutamicibacter_SGB14255	0.0	0.12922	0.0	0.10055	0.0	0.07468	0.0	0.09996
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699|s__GGB4699_SGB6502	0.0	0.1244	0.00382	0.04114	0.0	0.01372	0.02315	0.09502
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB14921	0.0	0.12376	0.0	0.16897	0.0	0.16223	0.0	0.27292
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4713|s__GGB4713_SGB6526	0.0	0.12129	0.05592	0.07295	0.0	0.07568	0.05252	0.10341
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959	0.0	0.10267	0.0	0.05397	0.0	0.05049	0.0	0.1545
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1689|s__GGB1689_SGB2321	0.0	0.09888	0.0	0.03977	0.0	0.00395	0.0	0.06476
k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071|g__GGB9778|s__GGB9778_SGB15398	0.0	0.09053	0.0	0.09441	0.0	0.07446	0.0	0.0628
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9779|s__GGB9779_SGB15399	0.0	0.07098	0.0	0.06136	0.0	0.07423	0.0	0.07223
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB4659|s__GGB4659_SGB6447	0.0	0.06054	0.05879	0.03242	0.0	0.01553	0.03599	0.03603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis	0.0	0.05747	0.0	0.00269	0.0	0.0	0.0	0.02107
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB79734|s__GGB79734_SGB15291	0.0	0.04921	0.06484	0.07658	0.0	0.01749	0.02301	0.04958
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767|s__GGB9767_SGB15384	0.0	0.04569	0.0	0.06116	0.0	0.05336	0.0	0.08512
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_SGB6173	0.0	0.04298	0.00083	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9298|o__OFGB9298|f__FGB9298|g__GGB27377|s__GGB27377_SGB13972	0.0	0.04186	0.0	0.00068	0.0	0.0	0.0	0.06444
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228|s__GGB34228_SGB72916	0.0	0.0413	0.0	0.00571	0.0	0.01123	0.0	0.02581
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.0	0.03436	0.0	0.04231	0.0	0.00718	0.0	0.01845
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922|f__FGB75922|g__GGB34900|s__GGB34900_SGB14891	0.0	0.03348	0.0	0.04321	0.0	0.00248	0.0	0.03232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4591|s__GGB4591_SGB6350	0.0	0.0313	0.00548	0.02651	0.0	0.0	0.01197	0.02951
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_butyricigenes	0.0	0.02954	0.01305	0.01396	0.0	0.03559	0.0	0.03025
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB6487	0.0	0.02933	0.0	0.0209	0.0	0.00297	0.0	0.02136
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062|f__FGB73062|g__GGB9059|s__GGB9059_SGB13976	0.0	0.02777	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.0	0.02776	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4568|s__GGB4568_SGB6309	0.0	0.01809	0.0	0.05007	0.0	0.0	0.0	0.03122
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1672|s__GGB1672_SGB2289	0.0	0.01718	0.01086	0.01488	0.0	0.0	0.01225	0.04369
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618|s__GGB9618_SGB15065	0.0	0.01613	0.0	0.01049	0.0	0.0	0.0	0.01824
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_saccharogumia	0.0	0.00862	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4143	0.0	0.00596	0.0367	0.00979	0.0	0.0	0.01434	0.00181
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15103	0.0	0.00423	0.0189	0.00852	0.0	0.0	0.00834	0.01361
