#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	m1_30neg_S192_R1_001.fastq.gz.tsv.gtdb	m2_30pos_S193_R1_001.fastq.gz.tsv.gtdb	m3_38neg_S194_R1_001.fastq.gz.tsv.gtdb	m4_38pos_S195_R1_001.fastq.gz.tsv.gtdb	m5_43neg_S196_R1_001.fastq.gz.tsv.gtdb	m6_43pos_S197_R1_001.fastq.gz.tsv.gtdb	m7_98neg_S198_R1_001.fastq.gz.tsv.gtdb	m8_98pos_S199_R1_001.fastq.gz.tsv.gtdb
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas	0.13469	0.19209	0.88609	0.23131	0.14822	0.07059	0.29578	0.16903
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0.07732	0.0	0.30743	0.03265	0.0	0.00051	0.28741	0.00193
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium	0.07	0.01731	0.0	0.0	0.0	0.09196	0.04621	0.00751
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum	0.11183	1.24879	0.15096	0.81393	0.0	0.97713	0.08268	0.95471
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	0.06901	0.31962	0.11153	0.15854	0.0	0.14788	0.0312	0.23866
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.06774	0.03863	0.30475	0.13016	0.0	0.04721	0.19841	0.01679
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAAEEV01	0.06372	0.01738	0.09427	0.02954	0.0	0.03087	0.03278	0.00577
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira	0.06232	0.0	0.23057	0.0	0.0	0.0	0.19755	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia	0.05722	0.16741	0.13932	0.27639	0.0	0.19938	0.0920999999999999	0.15865
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I	0.0905499999999999	0.86483	0.0291	0.7730899999999999	0.0	0.91938	0.06691	0.96482
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	0.05091	2.19458	0.06883	1.7439	0.0	2.06989	0.12962	2.55032
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448	0.04422	0.0161	0.07957	0.09845	0.0	0.0	0.05511	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	0.04394	0.69605	0.0	0.16848	0.0	0.16269	0.0	0.49659
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774	0.0435	0.01738	0.15071	0.05039	0.0	0.0	0.07797	0.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.03856	0.0	0.16145	0.00883	0.0	0.0	0.09048	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	0.03402	0.01669	0.11434	0.04939	0.0	0.04064	0.0531	0.0
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	0.03104	0.0	0.02042	0.0	0.0	0.0	0.01527	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	0.0384	2.13447	0.07364	1.2764	0.0	1.3661	0.05197	2.35272
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__	0.02845	0.0	0.02979	0.00464	0.0	0.00104	0.03202	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273	0.02824	0.65595	0.1079199999999999	0.3831299999999999	0.0	0.384	0.10377	0.68742
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__SFMI01	0.02813	2.74574	0.0	2.75861	0.0	2.96509	0.0	2.69409
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738	0.02181	1.54683	0.0	0.93161	0.0	1.47433	0.02816	1.6799
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994	0.02181	0.06804	0.05292	0.07494	0.0	0.0488	0.05992	0.0258
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.02904	0.0	0.12379	0.06102	0.0	0.02095	0.118	0.01581
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus	0.01642	0.0	0.06672	0.08111	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA11512	0.01324	0.0	0.15471	0.00279	0.0	0.0	0.13093	0.0
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A	0.01169	0.03403	0.29183	0.16954	0.0	0.0	0.16419	0.05854
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGTTR01	0.01137	0.07281	0.01394	0.04359	0.0	0.03451	0.01603	0.0526
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella	0.01093	0.0	0.0051	0.0	0.0	0.0	0.01551	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	0.00861	0.29352	0.0	0.43315	0.0	0.48553	0.0	0.33565
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__	0.00799	0.0	0.04382	0.0	0.0	0.0	0.014	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax	0.00767	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F	0.00696	0.00781	0.11576	0.08046	0.0	0.0	0.00933	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter	0.00644	0.08037	0.02712	0.07494	0.0	0.02123	0.008	0.0987799999999999
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245	0.00536	0.02409	0.02782	0.03177	0.0	0.01537	0.0189	0.01864
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q	0.00483	0.0	0.08613	0.0	0.0	0.0	0.1022	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238	0.00419	0.0	0.01491	0.0	0.0	0.0	0.04295	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alectryocaccobium	0.00367	0.0471	0.0093	0.0334	0.0	0.04836	0.01356	0.04647
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685	0.00312	0.0	0.00204	0.0	0.0	0.0	0.022	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter	0.00257	0.00585	0.1684	0.04311	0.0	0.0	0.02504	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Onthousia	0.00164	0.26112	0.02316	0.2774	0.0	0.29389	0.03751	0.25366
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	28.02635	0.13538	15.32818	0.2434	30.66719	0.10199	23.58093	0.12024
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A sp900548825	4.71457	0.03564	1.75518	0.41087	9.5253	0.02233	3.6848	0.06156
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	4.58796	4.93448	1.17028	7.95085	3.2267	6.53793	1.44524	7.16173
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900540415	3.82829	0.4286	1.25301	1.33335	4.40342	1.39984	2.24053	0.59271
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	3.69855	1.56788	2.74787	2.11153	6.11514	1.34555	2.05072	1.48973
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	2.74265	0.27728	1.98555	0.39301	1.27889	0.5414	3.09294	0.19265
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	2.72551	0.14843	2.69168	0.1224	0.7019	0.1564	4.45173	0.07262
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	2.55124	1.42617	7.34028	0.81033	4.26698	0.66318	5.63557	1.08367
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	2.37769	1.38408	3.50207	2.10046	1.8433	1.7351	1.88285	0.88477
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	2.21261	0.5251	1.9951	1.02835	4.53935	0.83336	1.95302	0.59286
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003458415	2.13813	1.66467	3.83586	1.34398	2.73813	1.98505	1.83637	1.69235
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	2.11144	0.0	0.83601	0.01736	1.25926	0.03184	1.42002	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	1.94062	0.04371	3.86212	0.09661	6.3213	0.01751	2.68397	0.02117
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	1.7056	0.42723	1.70116	0.81387	2.46994	0.68552	1.7328	0.54134
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris	1.53684	1.49358	0.99639	2.5401	2.41305	2.0834	1.34158	1.64068
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345	1.50725	0.81848	0.82959	1.51723	2.18017	1.17236	0.38973	0.74338
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	1.41027	0.89041	1.6974	0.80207	0.0	1.14557	2.34866	0.84746
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	1.30891	2.16133	2.95657	3.10726	3.98175	2.1407	1.8284	2.79605
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	1.13237	0.8936	1.20701	1.16879	1.32781	0.78968	0.73498	0.99893
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	1.0438	0.32413	1.80104	0.36531	0.36976	0.21404	1.50868	0.20911
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-266;s__CAG-266 sp000436095	1.00339	0.39042	1.57147	0.98534	0.29674	1.15398	0.99962	0.30274
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp900543575	0.99089	0.35311	0.05252	1.49786	0.0	2.45234	1.27534	0.26003
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	0.96064	0.29417	1.02856	0.20768	0.0	0.20725	1.37387	0.20977
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	0.90641	0.80434	0.94559	0.59424	0.03794	1.05933	1.03226	0.72001
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255	0.87262	0.0	0.74627	0.0	0.23719	0.0	0.02158	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp003481705	0.85526	2.30706	0.37729	3.57529	0.07042	3.02382	0.36031	2.6898
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	0.75651	1.57808	1.50168	0.91863	0.0	1.19395	0.75362	1.81319
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	0.73915	0.86772	1.07087	1.3293	0.83466	0.66674	0.57993	0.71129
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J	0.73833	0.91024	0.88569	0.64027	0.81777	0.59959	1.12514	0.61106
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__UMGS1766 sp900554855	0.72602	0.0	1.22682	0.00692	1.99617	0.0	0.60221	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum faecicola	0.71091	0.28833	1.34809	0.25447	1.1296	0.14875	0.41344	0.26416
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	0.70039	0.09711	0.4918	0.23796	0.71054	0.1797	0.55433	0.16809
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A luti	0.64128	0.36695	0.41779	0.19599	0.0	0.42927	1.15149	0.26907
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	0.60725	0.25163	1.09328	0.34468	0.0	0.3145	1.22	0.25126
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	0.55788	0.07208	0.04089	0.0	0.0	0.14475	0.07301	0.05294
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A isoflavoniconvertens	0.55398	0.26582	0.59787	0.34438	0.49123	0.28667	0.26074	0.41875
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003477525	0.54277	0.0	0.41234	0.0	0.0	0.0	0.65741	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	0.53409	0.10389	3.28108	0.26565	0.11716	0.0244	2.39306	0.04823
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H	0.50634	0.06572	1.33356	0.19958	0.37572	0.06594	1.81316	0.07017
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A	0.49281	1.08528	0.84127	0.94466	0.63484	0.70277	0.80498	1.02415
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066205	0.47487	0.85258	0.25544	0.83679	0.0	1.19679	0.49249	0.63483
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis	0.43004	0.62469	0.15786	0.61783	0.0	1.12782	0.3417	0.79223
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	0.42327	9.66943	0.16031	8.27049	0.0	11.04848	0.49078	9.08238
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000433075	0.41527	0.15911	1.68697	0.50578	0.0	0.1977	1.03254	0.22032
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	0.4127	0.39483	0.54913	0.46434	0.06406	0.46092	0.60688	0.34958
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	0.38198	1.78333	0.1692	2.25318	0.0	1.97998	0.38288	2.05742
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	0.33427	0.58568	1.24909	1.14029	0.35688	0.63107	0.6902	0.99078
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	0.33093	0.21372	0.4783	0.28643	0.70549	0.17119	0.40198	0.24784
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900066555	0.33024	0.20474	0.64716	0.21122	0.22697	0.26241	0.3567	0.31016
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__Spyradocola;s__Spyradocola sp905193155	0.309	0.13963	0.59907	0.26506	0.27207	0.13465	0.32908	0.20038
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	0.3029	0.06418	1.22508	0.07882	0.0	0.01952	0.83494	0.04536
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	0.29624	1.29922	0.13794	1.46748	0.0	1.51958	0.17259	1.44166
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	0.29481	0.00237	0.76507	0.0	0.0	0.00077	0.55252	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	0.27118	0.16312	0.20992	0.42021	0.0	0.22324	0.12498	0.24939
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__Aphodovivens avicola	0.26167	0.45711	0.10214	0.37753	0.0	0.50998	0.14936	0.46664
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__	0.09533	0.10852	0.18234	0.11415	0.0	0.13442	0.01851	0.16954
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900551715	0.23803	1.02667	0.21946	1.27943	0.0	1.52101	0.22799	1.15757
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena_B	0.21192	0.07683	0.22887	0.1202	0.0	0.09242	0.27291	0.05322
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia faecicola	0.21024	0.40034	0.14154	0.41275	0.0	0.44722	0.23528	0.481
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola sp900542395	0.19794	1.325	0.06132	1.76615	0.0	1.19013	0.0749	1.9969
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	0.19659	0.14681	0.50897	0.29353	0.02609	0.2111	0.30855	0.20931
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925	0.17716	0.03037	0.1263	0.0511	0.02285	0.04736	0.1715	0.04142
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__	0.16928	0.20145	0.20284	0.32514	0.0	0.184	0.23424	0.25724
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	0.16502	0.70553	0.07951	0.85762	0.0	0.80161	0.13036	0.77643
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	0.16353	0.95179	0.0	0.91882	0.0	1.13051	0.04412	1.15838
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudolachnospira;s__	0.15404	0.34334	0.22032	0.45416	0.0	0.37734	0.20098	0.50455
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp905214955	0.1511	0.11562	0.15653	0.13776	0.0	0.12217	0.16178	0.07975
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	0.13857	0.0	0.07482	0.00204	0.0	0.00866	0.105	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	0.13728	1.11701	0.0858	1.12068	0.0	1.67644	0.11753	1.46684
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp900756575	0.12606	0.28964	0.00501	0.28658	0.0	0.30718	0.0599	0.21484
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900550935	0.12517	0.03874	0.24432	0.15349	0.0	0.10577	0.17643	0.03842
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp905198575	0.12311	0.13527	0.26333	0.3336	0.50305	0.2374	0.18137	0.21034
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	0.11891	10.16779	0.29268	2.55048	0.29502	3.62881	0.1506	5.1067
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	0.11831	0.04202	0.20248	0.12191	0.0	0.09529	0.08746	0.01479
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus sp905216215	0.11358	0.39021	0.08918	0.25733	0.0	0.36913	0.10458	0.40308
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Flemingibacterium;s__Flemingibacterium sp900546315	0.10577	0.0	0.0	0.0553	0.0	0.0	0.12045	0.01277
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	0.10513	0.10643	0.62276	0.11684	0.0	0.06595	0.30696	0.13102
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__RUG11247;s__RUG11247 sp902767315	0.10411	0.14336	0.06417	0.18689	0.0	0.1685	0.10181	0.19842
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	0.1017	0.12469	0.03028	0.08262	0.0	0.06881	0.05316	0.14105
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Faecivicinus;s__Faecivicinus sp900759005	0.10143	0.11744	0.0	0.39195	0.0	0.20527	0.0	0.16775
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp900753285	0.10071	0.04512	0.33329	0.1327	0.0	0.0346	0.15362	0.0929
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFJ001;s__	0.0991	0.48229	0.08657	0.43631	0.0	0.49611	0.06892	0.59579
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900547315	0.09268	0.69465	0.0	0.5464	0.0	0.58879	0.01532	0.75694
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363135	0.09265	2.22867	0.0	3.83085	0.0	4.89497	0.06565	3.20019
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	0.0923	0.24065	0.13709	0.23738	0.0	0.13877	0.04694	0.2425
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	0.09201	0.48116	0.02081	0.60529	0.0	0.70946	0.05324	0.59604
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	0.08998	0.19978	0.05807	0.19083	0.0	0.12933	0.12958	0.1518
