Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	ENT059	ENT065	ENT089	ENT098	ENT108	ENT109	ENT111	ENT118	ENT119	ENT120	ENT121	ENT122	ENT124	ENT125	ENT129	ENT130	ENT131	ENT132	ENT134	ENT135	ENT138
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|no rank_unclassified Firmicutes sensu stricto|species_Firmicutes bacterium	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|no rank_84086|species_1879010	7.5778170859681635e-06	0.0	0.0	1.3577377661172563e-05	1.3577377661172563e-05	5.034071424054549e-06	0.0	0.0	0.0003176302491687	0.0	0.000130382975964	0.0	0.0	0.0001649443399986	0.0	5.405422725189243e-05	2.600730946493033e-05	0.0032428218456156	8.150418200414885e-06	0.0007612558429029	0.0
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|no rank_unclassified Firmicutes sensu stricto|species_Firmicutes bacterium TM09-10	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|no rank_84086|species_2292898	1.7571621100072854e-05	0.0	0.0002680190168331	3.1250881524439966e-06	3.1250881524439966e-06	2.517296163188124e-05	0.0	0.0	2.9057736734733143e-05	3.252375575446397e-05	3.662787026996837e-05	0.0	9.081220650351834e-06	0.0001793883636869	0.0	4.6795580345404696e-05	0.0003506680134713	7.687998582763333e-05	8.148919205600439e-06	0.0002702895501711	1.2796098194920591e-05
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|no rank_unclassified Firmicutes sensu stricto|species_Firmicutes bacterium CAG:321_26_22	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|no rank_84086|species_1897034	8.641727590807624e-05	0.0006554385245668	0.0009027363962731	0.0	0.0	0.0012894534914799	3.036976156208213e-05	0.0	0.0	0.0	9.105717972777373e-05	0.0	0.0	0.0002309119425376	0.0009033925113985	0.0	0.0001913302997275	0.0027376004311679	1.4400242180363746e-05	7.547786131026624e-05	7.884263015278973e-05
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|no rank_unclassified Firmicutes sensu stricto|species_Firmicutes bacterium OM08-11AC	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|no rank_84086|species_2292899	3.5120755692310854e-05	0.0	0.0018480983287868	0.0	0.0	6.101485641458221e-05	0.0	0.0	7.358005634200494e-05	0.0	1.4245825627161744e-05	0.0	0.0	1.3753590333037913e-05	4.627366050835252e-05	5.489900078352978e-05	0.0006048206918731	0.0007619979965738	4.604449592035821e-06	0.0020239888474485	3.341759083088398e-05
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Erysipelotrichia|order_Erysipelotrichales|family_Erysipelotrichaceae|genus_Turicibacter|no rank_unclassified Turicibacter|species_Turicibacter sp. H121	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_526524|order_526525|family_128827|genus_191303|no rank_2638206|species_1712675	8.406613528196092e-06	0.0	6.155629369777054e-05	0.0	0.0	5.342868241153358e-06	0.0	0.0	8.005708426883174e-05	0.0064290148897097	0.0001603288632641	0.0	2.293664747994709e-05	2.457936377545538e-06	0.0	0.0	0.0	0.0	1.3069082124761128e-05	5.844477579510952e-06	0.0
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Erysipelotrichia|order_Erysipelotrichales|family_Erysipelotrichaceae|genus_Turicibacter|species_Turicibacter sanguinis	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_526524|order_526525|family_128827|genus_191303|species_154288	1.8587673097599084e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001639579360986	3.077474770094258e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Erysipelotrichia|order_Erysipelotrichales|family_Erysipelotrichaceae|genus_Holdemanella|species_Holdemanella biformis	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_526524|order_526525|family_128827|genus_1573535|species_1735	0.000152459874707	0.0	6.312595189654389e-05	3.880305711376842e-06	3.880305711376842e-06	0.0	0.0	1.320220419709686e-05	0.0	3.357490011807883e-05	2.622376078422264e-05	0.0	0.0	1.2499704710623284e-05	2.65583326999158e-05	4.886456244987708e-05	0.0001879463866489	9.72502869889791e-05	1.2149721588121612e-05	0.0001800967565875	8.668482349022105e-06
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Erysipelotrichia|order_Erysipelotrichales|family_Erysipelotrichaceae|genus_Solobacterium|no rank_environmental samples|species_uncultured Solobacterium sp.	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_526524|order_526525|family_128827|genus_123375|no rank_168828|species_747375	8.291321129933923e-05	0.0	0.0007669360431783	4.135746099785921e-05	4.135746099785921e-05	0.000443505428821	0.0	0.0	9.973527912967392e-05	9.44163423238329e-05	8.243020005443125e-05	0.0	0.0	0.0001279334875664	6.41732329228089e-05	0.0002537279551322	0.0014561695836664	0.0006101072849808	0.0001906299701402	0.0010285979008669	3.959618992114764e-05
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Erysipelotrichia|order_Erysipelotrichales|family_Erysipelotrichaceae|genus_Erysipelatoclostridium|species_Erysipelatoclostridium ramosum	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_526524|order_526525|family_128827|genus_1505663|species_1547	1.0953439475813329e-05	0.0	9.7292958918005e-05	3.649393264086212e-05	3.649393264086212e-05	1.7693319297470277e-05	0.0002513332707445	1.1704781815229037e-05	0.0001294441859195	0.0001319061241064	1.6718985343718837e-05	0.0	1.0633230579861838e-05	5.19279887900614e-06	3.697734684956564e-05	3.449394676445386e-05	2.8821341905954372e-05	0.0	3.794428054841903e-06	0.0001659810730041	5.969733056223992e-06
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Erysipelotrichia|order_Erysipelotrichales|family_Erysipelotrichaceae|no rank_environmental samples|species_uncultured Erysipelotrichaceae bacterium	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_526524|order_526525|family_128827|no rank_134224|species_331630	0.0001169185359183	0.0	0.0	1.203610620231647e-05	1.203610620231647e-05	7.079382998061073e-05	0.0001131407348293	9.395248968369053e-05	0.0	5.4323187161218254e-05	0.0022247324898046	0.0	4.478925698244708e-05	4.336402878144935e-05	0.0003232278656331	6.002031405692487e-05	0.001092822296437	0.0002259673890522	4.561594269422989e-05	0.0002883464584207	2.9578429175482124e-05
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Erysipelotrichia|order_Erysipelotrichales|family_Erysipelotrichaceae|genus_Faecalibacillus|species_Faecalibacillus faecis	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_526524|order_526525|family_128827|genus_2678885|species_1982628	1.1911648139050408e-05	0.0	4.598839046284487e-05	0.0	0.0	3.3158785349223896e-05	0.0	0.0	0.0004263697689702	0.0	1.7206777050307472e-05	0.0	0.0	0.0	0.0	1.9033663605420644e-05	5.575012158722508e-05	0.0	0.0	0.0003813484468036	6.163349759327239e-06
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Erysipelotrichia|order_Erysipelotrichales|family_Erysipelotrichaceae|genus_Catenibacterium|species_Catenibacterium mitsuokai	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_526524|order_526525|family_128827|genus_135858|species_100886	1.602701297171592e-05	0.0	0.0	3.449057133764199e-07	3.449057133764199e-07	0.0	0.0	0.0	0.0	0.0	4.604625689554715e-07	0.0	0.0	0.0	0.0	0.0	0.0	5.085761547848168e-06	0.0	0.0	0.0
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Bacilli|order_Lactobacillales|family_Streptococcaceae|genus_Streptococcus|species_Streptococcus thermophilus	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_91061|order_186826|family_1300|genus_1301|species_1308	1.2944420192903787e-05	0.0	1.6315130204157727e-05	0.0	0.0	0.0001353757689602	0.0	1.7675394947484242e-05	0.0	0.0	2.450292203986532e-06	0.0	2.24459335119612e-06	0.0	1.7552500989495915e-05	4.440788211000136e-06	4.7611449741192325e-06	3.986513633174487e-05	4.247396171812786e-06	0.0002672658306954	0.0
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Bacilli|order_Lactobacillales|family_Enterococcaceae|genus_Enterococcus|species_Enterococcus faecium	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_91061|order_186826|family_81852|genus_1350|species_1352	1.9511201317634254e-06	0.0	0.0	4.966496629888722e-07	4.966496629888722e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|phylum_Firmicutes|class_Bacilli|order_Bacillales|family_Staphylococcaceae|genus_Staphylococcus|species_Staphylococcus epidermidis	no rank_1|no rank_131567|superkingdom_2|clade_1783272|phylum_1239|class_91061|order_1385|family_90964|genus_1279|species_1282	1.0629026512030204e-05	0.0	4.760477193686573e-05	1.7312738329703205e-06	1.7312738329703205e-06	0.0	0.0	0.0	5.649924817165801e-05	0.0	1.0906933934766312e-05	0.0	0.0	0.0	0.0	0.0	5.389501156905607e-05	0.0	0.0	1.548608883977243e-05	0.0
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_Terrabacteria group|clade_Cyanobacteria/Melainabacteria group|phylum_Candidatus Melainabacteria|order_Candidatus Gastranaerophilales|species_Candidatus Gastranaerophilales bacterium	no rank_1|no rank_131567|superkingdom_2|clade_1783272|clade_1798711|phylum_1798710|order_1906119|species_2137880	0.0005087094955519	5.12628482980781e-05	0.000286621896229	1.8518372900081952e-06	1.8518372900081952e-06	0.0	0.0	0.0	0.0	0.0	1.639979774282673e-05	0.0	0.0	1.4345717900357548e-05	4.921880773806721e-05	5.617750029740434e-05	3.345079804555705e-05	0.0004926903958762	0.0	0.003950402541819	0.0001276921359821
