Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	A11	A1	A9	B1	B4	CER069	CER119	CER201	CER202	CER203	CER205	CER206	CER207	CER209	CER210	CER211	CER212	CER213	CER214	CER215	CER216	CER217	CER218	CER220	CER222	CER223	CER226	CER228	CER229	CER230	CER231	CER232	CER233	CER235
no rank_root|no rank_root	no rank_1|no rank_1	1.0000046973	1.0000195568	1.0000390836	1.0000301365	1.0008764242	1.0000176289	1.0000161803	1.0000190741	1.0000210575	1.0000303785	1.0000537189	1.0000783556	1.0000501719	1.0000162339	1.0000090184	1.0000368858	1.0000159293	1.0000299012	1.0000040378	1.0000226424	1.0000356759	1.0000265642	1.0000102077	1.0000941445	1.0000033986	1.0000257957	1.0000148764	1.0000096001	1.0000184443	1.0000075882	1.0000234261	1.0000224194	1.000036047	1.0000196863
no rank_root|superkingdom_Viruses	no rank_1|superkingdom_10239	0.8915378818	0.0431791192	0.4175968751	0.1269235747	0.0	0.085106802	0.418892669	0.1445934744	0.0668575876	0.2173841283	0.0979730782	0.4250727587	0.4119060571	0.7380141097	0.7192888721	0.6709757225	0.7604128393	0.0091032521	0.8711254999	0.4156579667	0.056520663	0.5058023807	0.4982970785	0.3661868239	0.5908598118	0.4415484988	0.144400034	0.4854684139	0.274737966	0.5598657624	0.0287081189	0.403860166	0.4435993091	0.4199907016
no rank_root|superkingdom_Viruses|clade_Duplodnaviria	no rank_1|superkingdom_10239|clade_2731341	0.8915378818	0.0431791192	0.4175968751	0.1269183488	0.0	0.0850769829	0.4183542195	0.1445934744	0.0668575876	0.2170133944	0.0979730782	0.4239961331	0.4119060571	0.7255935673	0.7164078063	0.6709612317	0.7604128393	0.0091032521	0.8707977049	0.414907532	0.0565139738	0.5010304114	0.483034266	0.3644039623	0.5897731743	0.4405927848	0.1443787592	0.4851068833	0.2723172511	0.5598657624	0.0286350436	0.4037903208	0.4434441238	0.4162860431
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360	0.8915378818	0.0431791192	0.4175968751	0.1269183488	0.0	0.0850769829	0.4183542195	0.1445934744	0.0668575876	0.2170133944	0.0979730782	0.4239961331	0.4119060571	0.7255935673	0.7164078063	0.6709612317	0.7604128393	0.0091032521	0.8707977049	0.414907532	0.0565139738	0.5010304114	0.483034266	0.3644039623	0.5897731743	0.4405927848	0.1443787592	0.4851068833	0.2723172511	0.5598657624	0.0286350436	0.4037903208	0.4434441238	0.4162860431
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618	0.8915378818	0.0431791192	0.4175968751	0.1269183488	0.0	0.0850769829	0.4183542195	0.1445934744	0.0668575876	0.2170133944	0.0979730782	0.4239961331	0.4119060571	0.7255935673	0.7164078063	0.6709612317	0.7604128393	0.0091032521	0.8707977049	0.414907532	0.0565139738	0.5010304114	0.483034266	0.3644039623	0.5897731743	0.4405927848	0.1443787592	0.4851068833	0.2723172511	0.5598657624	0.0286350436	0.4037903208	0.4434441238	0.4162860431
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619	0.8915378818	0.0431791192	0.4175968751	0.1269183488	0.0	0.0850769829	0.4183542195	0.1445934744	0.0668575876	0.2170133944	0.0979730782	0.4239961331	0.4119060571	0.7255935673	0.7164078063	0.6709612317	0.7604128393	0.0091032521	0.8707977049	0.414907532	0.0565139738	0.5010304114	0.483034266	0.3644039623	0.5897731743	0.4405927848	0.1443787592	0.4851068833	0.2723172511	0.5598657624	0.0286350436	0.4037903208	0.4434441238	0.4162860431
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883	0.8915378818	0.0431791192	0.4175968751	0.1269183488	0.0	0.0850769829	0.4183542195	0.1445934744	0.0668575876	0.2170133944	0.0979730782	0.4239961331	0.4119060571	0.7255935673	0.7164078063	0.6709612317	0.7604128393	0.0091032521	0.8707977049	0.414907532	0.0565139738	0.5010304114	0.483034266	0.3644039623	0.5897731743	0.4405927848	0.1443787592	0.4851068833	0.2723172511	0.5598657624	0.0286350436	0.4037903208	0.4434441238	0.4162860431
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Podoviridae	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10744	0.7295297984	0.0158737668	0.0033039417	0.0264065336	0.0	0.0076334933	0.138588887	0.0775067997	0.0001503867	0.0919478001	0.0053348246	0.2259041417	0.0763405141	0.0615424042	0.6330235693	0.6652992561	0.4205431693	0.0	0.7220731241	0.2820559163	0.0003885329	0.2817531095	0.1008105265	0.0046277909	0.1183476347	0.0413082805	0.0314839778	0.0969413904	0.1808356544	0.3444659347	0.0024644571	0.0439860597	0.0627431262	0.0509080088
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Podoviridae|no rank_unclassified Podoviridae	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10744|no rank_196895	0.7295297984	0.0057165378	0.0	0.0165203711	0.0	0.0018497198	0.1149455389	0.0726028678	0.0	0.050812209	0.0053348246	0.0395665005	0.0530581096	0.0496984033	0.474195796	0.6564045006	0.4187370279	0.0	0.721866253	0.2792559375	0.0	0.2619438045	0.0838123346	0.0	0.1107587169	0.0	0.0230856323	0.0695637484	0.141928553	0.3037534747	0.0014003193	0.0391250674	0.0594081697	0.0054795237
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Podoviridae|no rank_unclassified Podoviridae|clade_crAss-like viruses	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10744|no rank_196895|clade_1978007	0.7295297984	0.0057165378	0.0	0.0165203711	0.0	0.0018497198	0.1149455389	0.0726028678	0.0	0.050812209	0.0053348246	0.0395665005	0.0530581096	0.0496984033	0.474195796	0.6564045006	0.4187370279	0.0	0.721866253	0.2792559375	0.0	0.2619438045	0.0838123346	0.0	0.1107587169	0.0	0.0230856323	0.0695637484	0.141928553	0.3037534747	0.0014003193	0.0391250674	0.0594081697	0.0054795237
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Podoviridae|no rank_unclassified Podoviridae|clade_crAss-like viruses|clade_UAG-readthrough crAss clade	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10744|no rank_196895|clade_1978007|clade_2780070	0.5767380591	0.0	0.0	0.0	0.0	0.0	0.0687118464	0.0	0.0	0.0	0.0	0.0	0.0521734997	0.0	0.0	0.0050612634	0.3243014593	0.0	0.0	0.1984297476	0.0	0.0561033951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127267504	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Podoviridae|no rank_unclassified Podoviridae|clade_crAss-like viruses|clade_UAG-readthrough crAss clade|species_crAssphage cr52_1	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10744|no rank_196895|clade_1978007|clade_2780070|species_2772079	0.0104217171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Podoviridae|no rank_unclassified Podoviridae|clade_crAss-like viruses|clade_UAG-readthrough crAss clade|species_crAssphage cr109_1	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10744|no rank_196895|clade_1978007|clade_2780070|species_2772083	0.566316342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004167884	0.0	0.0	0.0011628504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Podoviridae|no rank_unclassified Podoviridae|clade_crAss-like viruses|genus_mgv_g_4000048	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10744|no rank_196895|clade_1978007|genus_4000048	0.1527917393	0.0	0.0	0.0025075999	0.0	0.0	0.0429213435	0.0	0.0	0.0	0.0	0.0	0.0	0.0019359371	0.0001032101	0.0	0.0944353935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Podoviridae|no rank_unclassified Podoviridae|clade_crAss-like viruses|genus_mgv_g_4000048|species_OTU-53653	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10744|no rank_196895|clade_1978007|genus_4000048|species_4051625	0.1527917393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000026	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000026	0.1422141937	0.0117228884	0.0	0.0109766505	0.0	0.0	0.1159197844	0.0	0.0	0.0067805983	0.0	0.0189712018	0.0	0.0191365087	0.0	0.0	0.2698269882	0.0	0.0	0.0	0.0	0.136090804	0.0022960702	0.070520119	0.0060850599	0.1472162718	0.0309649847	0.0	0.0	0.0	0.0	0.0213996335	0.2803187164	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000026|species_OTU-18292	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000026|species_4049689	0.0249621662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000026|species_OTU-39447	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000026|species_4050688	0.1172520275	0.0	0.0	0.006053428	0.0	0.0	0.0	0.0	0.0	0.0067805983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035365684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2136883207	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000642	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000642	0.0093368407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005882817	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000642|species_OTU-67664	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000642|species_4054825	0.0044483611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7511e-06	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000642|species_OTU-67660	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000642|species_4054760	0.0048884795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.62714e-05	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000243	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000243	0.0042306506	0.0	0.0	0.0001902257	0.0	0.0	0.0004895873	0.0018443444	0.0117149092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002483941	0.0	0.0023492498	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000243|species_OTU-66229	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000243|species_4048286	0.0042306506	0.0	0.0	0.0001902257	0.0	0.0	0.0004895873	0.0008323865	0.0117149092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002483941	0.0	0.0023492498	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000156	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000156	0.0038238219	0.0	0.0	0.0001053906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001677882	3.9946e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4000156|species_OTU-65133	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4000156|species_4022725	0.0038238219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Siphoviridae	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10699	0.0014384008	0.0070858844	0.081903295	0.059528627	0.0	0.0428944448	0.0483850263	0.0147514904	0.0307317814	0.0550321122	0.0217115703	0.1590841559	0.2480314129	0.4369622605	0.0552673911	0.0022935085	0.0601446138	0.0028140345	0.0989951309	0.0871660697	0.0292938178	0.0130546076	0.0681211981	0.0455276947	0.3038897779	0.1496063531	0.0552610409	0.363957234	0.0308665104	0.0423761289	0.0069888345	0.0195928574	0.085828772	0.2285862645
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Siphoviridae|genus_mgv_g_4000240	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10699|genus_4000240	0.0013540533	0.0	0.0478091707	0.0002299432	0.0	0.0	0.0	0.0	0.0179313355	0.0083132616	0.0	0.0	0.0	4.8859e-06	0.0003604672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002380467	0.0059252198	0.0	0.0	0.0101022486	0.0	0.0	0.0	0.0	5.08749e-05	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Siphoviridae|genus_mgv_g_4000240|species_OTU-08159	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10699|genus_4000240|species_4035385	0.0013540533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Siphoviridae|genus_mgv_g_4001436	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10699|genus_4001436	8.18967e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Siphoviridae|genus_mgv_g_4001436|species_OTU-14752	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10699|genus_4001436|species_4017668	8.18967e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Siphoviridae|genus_mgv_g_4000112	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10699|genus_4000112	2.4508e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001155673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Siphoviridae|genus_mgv_g_4000112|species_OTU-63417	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10699|genus_4000112|species_4032130	2.4508e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4001204	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4001204	0.0009361961	0.0	0.0	0.0	0.0	0.0	0.0004632274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4001204|species_OTU-10377	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4001204|species_4021005	0.0009361961	0.0	0.0	0.0	0.0	0.0	0.0002733502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4001322	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4001322	2.26697e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|genus_mgv_g_4001322|species_OTU-51157	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|genus_4001322|species_4041327	2.26697e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Myoviridae	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10662	4.6973e-06	0.0006718217	0.0014923336	0.0024319974	0.0	0.000442785	0.0080138443	0.0100252397	0.0045381304	0.0043464481	3.38429e-05	0.0004599573	0.0859497542	0.0002690421	0.0028915539	0.0	0.0039004112	0.0	3.5658e-06	0.0050735212	0.0123862273	0.0023959712	0.0030567123	0.0	0.0451061194	0.0012608037	0.0014207724	0.0001581417	0.0003175804	0.0020234283	0.0001973733	0.0021850322	0.003067659	0.0052393782
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Myoviridae|genus_mgv_g_4000263	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10662|genus_4000263	4.6973e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|superkingdom_Viruses|clade_Duplodnaviria|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Caudovirales|family_Myoviridae|genus_mgv_g_4000263|species_OTU-50524	no rank_1|superkingdom_10239|clade_2731341|kingdom_2731360|phylum_2731618|class_2731619|order_28883|family_10662|genus_4000263|species_4056664	4.6973e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
no rank_root|no rank_cellular organisms	no rank_1|no rank_131567	0.1084666113	0.9568402513	0.5824416581	0.8731065618	1.0008764242	0.9149108269	0.5811234041	0.8554254279	0.9331634699	0.7826460568	0.9020801035	0.5750055968	0.5881414742	0.2620019667	0.2807201462	0.3290611633	0.239602915	0.9909266491	0.1288784855	0.5843646757	0.9435144554	0.4942241835	0.5017131293	0.6339073206	0.4091435578	0.5584771376	0.8556148424	0.5145411118	0.7252804783	0.4401417285	0.9713153072	0.5961622534	0.5564364324	0.5800289847
no rank_root|no rank_cellular organisms|superkingdom_Bacteria	no rank_1|no rank_131567|superkingdom_2	0.1003610809	0.9514824406	0.5513388065	0.8570182051	0.9824715162	0.9128683147	0.5791803779	0.8534006528	0.8541076464	0.7666824428	0.8984180857	0.5713371324	0.5861213949	0.2604558018	0.2801284749	0.3240960665	0.2386049684	0.9906121328	0.1286881851	0.5748617296	0.9267841296	0.4908375473	0.5013198985	0.6296825859	0.4084843654	0.5566622044	0.8496190292	0.5132794014	0.7236146915	0.435550952	0.9672725626	0.5955155391	0.5452850858	0.5748545981
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_FCB group	no rank_1|no rank_131567|superkingdom_2|clade_1783270	0.0888849177	0.0201065974	0.2213811599	0.2446459389	0.0	0.090874822	0.2322553269	0.5491628708	0.2963133867	0.3305312872	0.261588511	0.2177928157	0.4669736835	0.1723729501	0.2056949282	0.0795587927	0.0868416524	0.0164168625	0.0619077332	0.2668119017	0.5849164515	0.0716406571	0.0510743694	0.442308541	0.1307448539	0.1220143688	0.0553692545	0.0293997722	0.2233610621	0.357782679	0.5382855337	0.4862133439	0.0743740809	0.30194174
no rank_root|no rank_cellular organisms|superkingdom_Bacteria|clade_FCB group|clade_Bacteroidetes/Chlorobi group	no rank_1|no rank_131567|superkingdom_2|clade_1783270|clade_68336	0.0888849177	0.0201065974	0.2213811599	0.2446459389	0.0	0.090874822	0.2322553269	0.5491628708	0.2963133867	0.3305312872	0.261588511	0.2177928157	0.4669736835	0.1723729501	0.2056949282	0.0795587927	0.0868416524	0.0164168625	0.0619077332	0.2668119017	0.5849164515	0.0716406571	0.0510743694	0.442308541	0.1307448539	0.1220143688	0.0553692545	0.0293997722	0.2233610621	0.357782679	0.5382855337	0.4862133439	0.0743740809	0.30194174
